cosmology_parameters_cosmology_name,detector_parameters_ccd_gain,detector_parameters_exposure_time,detector_parameters_magnitude_zero_point,detector_parameters_num_exposures,detector_parameters_pixel_scale,detector_parameters_read_noise,detector_parameters_sky_brightness,drizzle_parameters_output_pixel_scale,drizzle_parameters_psf_supersample_factor,drizzle_parameters_supersample_pixel_scale,los_parameters_alpha_dz_factor,los_parameters_c_0,los_parameters_conc_beta,los_parameters_conc_m_ref,los_parameters_conc_zeta,los_parameters_cone_angle,los_parameters_delta_los,los_parameters_dex_scatter,los_parameters_dz,los_parameters_m_max,los_parameters_m_min,los_parameters_r_max,los_parameters_r_min,los_parameters_z_min,main_deflector_parameters_M200,main_deflector_parameters_center_x,main_deflector_parameters_center_y,main_deflector_parameters_dec_0,main_deflector_parameters_e1,main_deflector_parameters_e2,main_deflector_parameters_gamma,main_deflector_parameters_gamma1,main_deflector_parameters_gamma2,main_deflector_parameters_ra_0,main_deflector_parameters_theta_E,main_deflector_parameters_z_lens,psf_parameters_kernel_point_source,psf_parameters_point_source_supersampling_factor,psf_parameters_psf_type,source_parameters_catalog_i,source_parameters_center_x,source_parameters_center_y,source_parameters_cosmos_folder,source_parameters_faintest_apparent_mag,source_parameters_max_z,source_parameters_min_flux_radius,source_parameters_minimum_size_in_pixels,source_parameters_output_ab_zeropoint,source_parameters_phi,source_parameters_random_rotation,source_parameters_smoothing_sigma,source_parameters_source_exclusion_list,source_parameters_z_source,subhalo_parameters_c_0,subhalo_parameters_conc_beta,subhalo_parameters_conc_m_ref,subhalo_parameters_conc_zeta,subhalo_parameters_dex_scatter,subhalo_parameters_k1,subhalo_parameters_k2,subhalo_parameters_m_max,subhalo_parameters_m_min,subhalo_parameters_m_pivot,subhalo_parameters_shmf_plaw_index,subhalo_parameters_sigma_sub
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.68063002117243,0.7767952825669711,100000000.0,-0.28359872997099256,8.0,0.8607399245711334,0.12012832164190511,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.10758993380263161,-0.1625868477065566,0.0,-0.04609798000249506,-0.04626316335678897,2.3001422163969893,0.04439772946358295,0.023682447509574135,0.0,1.1482011253307156,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,52530.0,0.08375136127932391,-0.12303841423857671,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,1.6938679022824554,1.0,0.0,79.0,1.5,17.68063002117243,0.7767952825669711,100000000.0,-0.28359872997099256,0.12012832164190511,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.843410835816512,0.0009131710169299661
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,16.3846747481364,0.7660212273763882,100000000.0,-0.2976688823462371,8.0,1.4227589536592957,0.15054087028527383,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.042366015614717964,-0.06861047888992138,0.0,0.13764138294668915,0.004594799614849271,2.040288248298904,-0.06566915060008954,-0.010455558243447738,0.0,1.2047994690147878,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,47554.0,-0.03645599108569741,-0.0031978524098782604,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,3.1552498184290094,1.0,0.0,79.0,1.5,16.3846747481364,0.7660212273763882,100000000.0,-0.2976688823462371,0.15054087028527383,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8977705548692045,0.002655774869504303
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,16.652532680706795,0.7486739727283692,100000000.0,-0.22211316050066532,8.0,1.5444631992926061,0.1003028499128929,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.23501376041041358,0.16206434638469996,0.0,-0.061889533787010245,-0.028173133117354834,1.9224819959657666,-0.041707576951634864,0.05951309520064543,0.0,0.8539638966343683,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,40026.0,0.15505502866308205,-0.07183141717813453,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,2.3125389781406533,1.0,0.0,79.0,1.5,16.652532680706795,0.7486739727283692,100000000.0,-0.22211316050066532,0.1003028499128929,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9042113574762958,0.0035901402166366096
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.03138251915764,0.6251235315946764,100000000.0,-0.23638175963143465,8.0,0.5800559236964715,0.12303184813605804,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.21760728693276898,-0.12127037374689632,0.0,-0.017027749673763484,0.19636066748554062,2.0740192160166595,-0.030510471634311455,-0.015478606035839684,0.0,1.026777039146203,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,6382.0,0.022684921239358197,0.15420884212977937,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,4.142564486619753,1.0,0.0,79.0,1.5,17.03138251915764,0.6251235315946764,100000000.0,-0.23638175963143465,0.12303184813605804,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8889000371205902,0.0033174600352757367
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.397480067363414,0.7424529377972846,100000000.0,-0.27557221315263747,8.0,1.0528105548963314,0.12709423102170622,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.1648095499124881,0.07139277186119092,0.0,0.028363401210109808,-0.07037279861841171,2.0385577061247253,0.0025388730537212025,0.060698739267753155,0.0,1.2371783758940285,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,48466.0,-0.0667547714331555,0.03891886939678976,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,3.560037411144099,1.0,0.0,79.0,1.5,17.397480067363414,0.7424529377972846,100000000.0,-0.27557221315263747,0.12709423102170622,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8364015943195067,0.003125603680284257
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.727714530485372,0.6920985504309584,100000000.0,-0.2985185609180907,8.0,0.9080370135153927,0.1527458431950673,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.05108525212914084,0.2655900930226072,0.0,0.04665434800596116,0.06939194623531048,1.8970199602581346,-0.06750878304507883,-0.02837210001919828,0.0,1.1108367418286753,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,25418.0,-0.04724510862002689,-0.06749964361112079,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,6.238044829191856,1.0,0.0,79.0,1.5,17.727714530485372,0.6920985504309584,100000000.0,-0.2985185609180907,0.1527458431950673,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.882955316658349,0.0024137795150257074
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,16.375228604018083,0.7818845893879217,100000000.0,-0.27142392443099705,8.0,1.2440655254625075,0.11876516381574616,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.010538336848068808,0.37839800335054596,0.0,0.07186282870835936,0.04300707996732789,2.2798368741621844,-0.054247290218636814,0.046390181680073465,0.0,0.9604208386707759,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,52173.0,0.1138361373119176,-0.030230466052805122,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,4.530553282836974,1.0,0.0,79.0,1.5,16.375228604018083,0.7818845893879217,100000000.0,-0.27142392443099705,0.11876516381574616,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8871965497769565,0.003615746854784185
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,16.330144170641663,0.68929265867977,100000000.0,-0.20117738971036128,8.0,1.4786467062491755,0.10223715609233354,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.10315901398897147,-0.01886023366639225,0.0,-0.2529863955511415,-0.015568161831360762,2.1959396777284788,0.040542958742479374,-0.0385182200878385,0.0,1.0789632554935604,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,18518.0,-0.3657657282582067,-0.027038311720457495,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,3.723765272140433,1.0,0.0,79.0,1.5,16.330144170641663,0.68929265867977,100000000.0,-0.20117738971036128,0.10223715609233354,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8378215322274767,0.0024128662760986596
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.182009212521006,0.6019430007813029,100000000.0,-0.22096737229529334,8.0,0.4968497251982338,0.11452816562584678,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.21849614831476952,0.08276758664201417,0.0,0.025425868202824903,-0.11170010660138974,1.7889413766254716,0.036242489412859256,-0.06035880751722508,0.0,1.159035391138963,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,31907.0,0.16747096306984033,0.20425362939695071,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,1.772399785986534,1.0,0.0,79.0,1.5,17.182009212521006,0.6019430007813029,100000000.0,-0.22096737229529334,0.11452816562584678,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8766652256607725,0.0025235195133894123
planck18,1.58,1380.0,25.127,1.0,0.04,3.0,21.83,0.03,2.0,0.02,5.0,17.398702363277163,0.8485803566852731,100000000.0,-0.2162058682237707,8.0,0.7493485241881784,0.13146992238672497,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.3166426380053299,0.06294967027529616,0.0,-0.018109136314289297,0.019520624457308382,2.2644483789041967,0.02258751229930793,0.0913250974779914,0.0,1.1119912313920362,0.5,"[9.36829274e-05 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 1.24910570e-04 1.24910570e-04
 1.24910570e-04 1.24910570e-04 9.36829274e-05]",2.0,PIXEL,10767.0,0.2504617716468267,0.023083459974377205,/opt/miniconda3/lib/python3.8/site-packages/datasets/cosmos/COSMOS_23.5_training_sample/,20.0,1.0,10.0,64.0,25.127,2.349808814748112,1.0,0.0,79.0,1.5,17.398702363277163,0.8485803566852731,100000000.0,-0.2162058682237707,0.13146992238672497,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8601251345448468,0.0031479912385127978
